arch_name	status	nix_attr	mapping_kind
malware-check-tool	unmatched		
malwareanalyser	unmatched		
malwaredetect	unmatched		
malwasm	unmatched		
malybuzz	unmatched		
man-db	direct	man-db	exact-validated
man-pages	direct	man-pages	exact-validated
mana	unmatched		
mando.me	unmatched		
manifold	direct	manifold	exact-validated
manspider	unmatched		
manticore	unmatched		
mantra	direct	mantra	exact-validated
manul	unmatched		
mapcidr	direct	mapcidr	exact-validated
mara-framework	unmatched		
marc4dasm	unmatched		
mariadb	direct	mariadb	exact-validated
mariadb-clients	unmatched		
mariadb-libs	unmatched		
marshalsec	unmatched		
maryam	unmatched		
maskprocessor	direct	maskprocessor	exact-validated
massbleed	unmatched		
masscan-automation	unmatched		
massdns	direct	massdns	exact-validated
massexpconsole	unmatched		
mat	unmatched		
matahari	unmatched		
materialx	direct	materialx	exact-validated
matroschka	unmatched		
mausezahn	unmatched		
mbedtls	direct	mbedtls	exact-validated
mbenum	unmatched		
mbox-importer	unmatched		
mboxgrep	unmatched		
mdadm	direct	mdadm	exact-validated
mdbtools	direct	mdbtools	exact-validated
mdcrack	unmatched		
mdns-recon	unmatched		
meanalyzer	unmatched		
med	direct	med	exact-validated
mediaelch	direct	mediaelch	exact-validated
meg	direct	meg	exact-validated
meld	direct	meld	exact-validated
melkor	unmatched		
memdump	unmatched		
memfetch	unmatched		
memimager	unmatched		
memtest86+	unmatched		
mentalist	unmatched		
mercury	direct	mercury	exact-validated
merlin-server	unmatched		
meson	direct	meson	exact-validated
messagelib	unmatched		
metabigor	direct	metabigor	exact-validated
metacoretex	unmatched		
metafinder	unmatched		
metaforge	unmatched		
metagoofil	unmatched		
metame	unmatched		
metasploit-autopwn	unmatched		
meterssh	unmatched		
metoscan	unmatched		
mfcuk	direct	mfcuk	exact-validated
mfsniffer	unmatched		
mft2csv	unmatched		
mftcarver	unmatched		
mftrcrd	unmatched		
mftref2name	unmatched		
mibble	unmatched		
micro	direct	micro	exact-validated
microsploit	unmatched		
middler	unmatched		
mikrotik-npk	unmatched		
mildew	unmatched		
mimikatz	direct	mimikatz	exact-validated
mimipenguin	unmatched		
mingsweeper	unmatched		
minimodem	direct	minimodem	exact-validated
minimysqlator	unmatched		
minizip-ng	direct	minizip-ng	exact-validated
miranda-upnp	unmatched		
missidentify	direct	missidentify	exact-validated
missionplanner	unmatched		
mitm	unmatched		
mitm-relay	unmatched		
mitm6	direct	mitm6	exact-validated
mitmap	unmatched		
mitmap-old	unmatched		
mitmer	unmatched		
mitmf	unmatched		
mixxx	direct	mixxx	exact-validated
mkbrutus	unmatched		
mkyara	unmatched		
mlt	direct	mlt	exact-validated
mobiusft	unmatched		
mobsf	direct	mobsf	exact-validated
modifycerttemplate	unmatched		
modlishka	unmatched		
modscan	unmatched		
moloch	unmatched		
mongoaudit	direct	mongoaudit	exact-validated
mongodb	unmatched	-	excluded: official nixpkgs derivation has no binary substitute and triggers a heavyweight source build
monocle	direct	monocle	exact-validated
monsoon	direct	monsoon	exact-validated
moonwalk	unmatched		
mooscan	unmatched		
morpheus	unmatched		
morxbook	unmatched		
morxbrute	unmatched		
morxbtcrack	unmatched		
morxcoinpwn	unmatched		
morxcrack	unmatched		
morxtraversal	unmatched		
morxtunel	unmatched		
mosca	unmatched		
mosquito	unmatched		
mots	unmatched		
motsa-dns-spoofing	unmatched		
mousejack	unmatched		
mousepad	direct	mousepad	exact-validated
movit	direct	movit	exact-validated
mp3nema	unmatched		
mptcp	unmatched		
mptcp-abuse	unmatched		
mpv	direct	mpv	exact-validated
mqtt-pwn	unmatched		
mrkaplan	unmatched		
mrsip	unmatched		
mrtparse	unmatched		
ms-sys	direct	ms-sys	exact-validated
msf-mpc	unmatched		
msfdb	unmatched		
msfenum	unmatched		
msmailprobe	unmatched		
mssqlrelay	unmatched		
mssqlscan	unmatched		
msvpwn	unmatched		
mtools	direct	mtools	exact-validated
mtscan	unmatched		
mubeng	direct	mubeng	exact-validated
mujs	direct	mujs	exact-validated
multiinjector	unmatched		
multimac	unmatched		
multiscanner	unmatched		
multitun	unmatched		
mumble	direct	mumble	exact-validated
munin-hashchecker	unmatched		
muparser	direct	muparser	exact-validated
muraena	unmatched		
musescore	direct	musescore	exact-validated
mutator	unmatched		
mwebfp	unmatched		
mxtract	unmatched		
mybff	unmatched		
myjwt	direct	myjwt	exact-validated
mylg	unmatched		
mypaint	direct	mypaint	exact-validated
mypaint-brushes	direct	mypaint-brushes	exact-validated
mypaint-brushes1	direct	mypaint-brushes1	exact-validated
myrescue	direct	myrescue	exact-validated
mysql2sqlite	unmatched		
mystiq	unmatched		
n1qlmap	unmatched		
naabu	direct	naabu	exact-validated
nacker	unmatched		
naft	unmatched		
nano	direct	nano	exact-validated
nanobind	unmatched		
narthex	unmatched		
nasnum	unmatched		
navgix	unmatched		
nbname	unmatched		
nbnspoof	unmatched		
nbtenum	unmatched		
nbtool	unmatched		
ncpfs	unmatched		
ndctl	unmatched		
necromant	unmatched		
needle	unmatched		
neglected	unmatched		
neighbor-cache-fingerprinter	unmatched		
nemesis	unmatched		
neo-regeorg	unmatched		
neochat	unmatched		
net-creds	unmatched		
net-snmp	direct	net-snmp	exact-validated
net-tools	direct	net-tools	exact-validated
netactview	unmatched		
netattack	unmatched		
netavark	direct	netavark	exact-validated
netbeans	direct	netbeans	exact-validated
netbios-share-scanner	unmatched		
netbus	unmatched		
netcommander	unmatched		
netcon	unmatched		
netdiscover	direct	netdiscover	exact-validated
netexec	direct	netexec	exact-validated
netexec-pingcastle	unmatched		
netkit-rusers	unmatched		
netkit-rwho	unmatched		
netmap	unmatched		
netmask	direct	netmask	exact-validated
netpbm	direct	netpbm	exact-validated
netreconn	unmatched		
netripper	unmatched		
netscan	direct	netscan	exact-validated
netscan2	unmatched		
netscout	unmatched		
netsed	unmatched		
netspionage	unmatched		
netstumbler	unmatched		
nettacker	unmatched		
network-app-stress-tester	unmatched		
networkmanager-support	unmatched		
networkmap	unmatched		
networkminer	direct	networkminer	exact-validated
netz	unmatched		
netzob	unmatched		
nexfil	unmatched		
nextcloud-client	direct	nextcloud-client	exact-validated
nextnet	unmatched		
nfcutils	unmatched		
nfdump	direct	nfdump	exact-validated
nfex	unmatched		
nfs-utils	direct	nfs-utils	exact-validated
nfspy	unmatched		
nfsshell	unmatched		
ngrok	direct	ngrok	exact-validated
ngspice	direct	ngspice	exact-validated
nield	unmatched		
nilfs-utils	direct	nilfs-utils	exact-validated
nili	unmatched		
nimbostratus	unmatched		
ninja	direct	ninja	exact-validated
nipe	unmatched		
nipper	unmatched		
nirsoft	unmatched		
nishang	unmatched		
nitroshare	unmatched		
njsscan	unmatched		
nkiller2	unmatched		
nmap	direct	nmap	exact-validated
nmap-parse-output	unmatched		
nmbscan	unmatched		
nng	direct	nng	exact-validated
node-gyp	direct	node-gyp	exact-validated
nodejs	direct	nodejs	exact-validated
nodejs-nopt	unmatched		
nohidy	unmatched		
nomorexor	unmatched		
noriben	unmatched		
nosqlattack	unmatched		
nosqli	direct	nosqli	exact-validated
nosqli-user-pass-enum	unmatched		
nosqlmap	unmatched		
noto-fonts	direct	noto-fonts	exact-validated
noto-fonts-cjk	unmatched		
noto-fonts-emoji	unmatched		
notspikefile	unmatched		
novahot	unmatched		
npm	unmatched		
nray	direct	nray	exact-validated
nsdtool	unmatched		
nsearch	unmatched		
nsec3map	unmatched		
nsec3walker	unmatched		
nsntrace	unmatched		
nsoq	unmatched		
nss-mdns	unmatched		
ntds-decode	unmatched		
ntdsxtract	unmatched		
ntfs-3g	unmatched		
ntfs-file-extractor	unmatched		
ntfs-log-tracker	unmatched		
ntlm-challenger	direct	ntlm-challenger	exact-validated
ntlm-scanner	unmatched		
ntlm-theft	unmatched		
ntlmrecon	direct	ntlmrecon	exact-validated
ntlmv1-multi	unmatched		
ntp-fingerprint	unmatched		
ntp-ip-enum	unmatched		
ntpdos	unmatched		
nuclei	direct	nuclei	exact-validated
nullinux	unmatched		
nullscan	unmatched		
numactl	direct	numactl	exact-validated
nvidia-open-dkms	unmatched		
nvidia-prime	unmatched		
nvidia-settings	unmatched		
nvidia-utils	unmatched		
nxcrypt	unmatched		
nzyme	unmatched		
o-saft	unmatched		
o365enum	unmatched		
o365spray	unmatched		
oat	unmatched		
obevilion	unmatched		
obexstress	unmatched		
obfs4proxy	unmatched		
objdump2shellcode	unmatched		
objection	unmatched		license-not-accepted
obs-studio	direct	obs-studio	exact-validated
obsidian	direct	obsidian	exact-validated
oclhashcat	unmatched		
ocs	unmatched		
octopi	unmatched		
octopwnweb	unmatched		
office-dde-payloads	unmatched		
ofp-sniffer	unmatched		
ohrwurm	unmatched		
okadminfinder	unmatched		
okular	unmatched		
oledump	unmatched		
ollydbg	unmatched		
omen	unmatched		
omnibus	unmatched		
omnihash	unmatched		
one-lin3r	unmatched		
onesixtyone	direct	onesixtyone	exact-validated
onetwopunch	unmatched		
onioff	unmatched		
oniongrok	unmatched		
onionscan	unmatched		
onionsearch	unmatched		
openai-codex	unmatched		
openbsd-netcat	unmatched		
opencascade	unmatched		
opencode	direct	opencode	exact-validated
opencolorio	direct	opencolorio	exact-validated
opendoor	unmatched		
openh264	direct	openh264	exact-validated
openimagedenoise	direct	openimagedenoise	exact-validated
openimageio	direct	openimageio	exact-validated
openmp	unmatched		
openmpi	direct	openmpi	exact-validated
openpgl	direct	openpgl	exact-validated
openpmix	unmatched		
openpuff	unmatched		
openrisk	direct	openrisk	exact-validated
openshadinglanguage	direct	openshadinglanguage	exact-validated
opensnitch	direct	opensnitch	exact-validated
openstego	unmatched		
opensubdiv	direct	opensubdiv	exact-validated
opensvp	unmatched		
opentimelineio	direct	opentimelineio	exact-validated
opentoonz	unmatched		
openucx	unmatched		
openvas	unmatched		
openvdb	direct	openvdb	exact-validated
openwebrx	unmatched		
operative	unmatched		
ophcrack	direct	ophcrack	exact-validated
opus-tools	direct	opus-tools	exact-validated
opusfile	direct	opusfile	exact-validated
orakelcrackert	unmatched		
origami	unmatched		
orjail	unmatched		
os-prober-btrfs	unmatched		
osert	unmatched		
osfooler-ng	unmatched		
osi.ig	unmatched		
osinfo-db	direct	osinfo-db	exact-validated
osint-spy	unmatched		
osinterator	unmatched		
osintgram	unmatched		
osm-gps-map	direct	osm-gps-map	exact-validated
osslsigncode	direct	osslsigncode	exact-validated
ostinato	direct	ostinato	exact-validated
ostree	direct	ostree	exact-validated
osueta	unmatched		
otori	unmatched		
outguess	direct	outguess	exact-validated
outlook-webapp-brute	unmatched		
owabf	unmatched		
owasp-bywaf	unmatched		
owasp-zsc	unmatched		
owtf	unmatched		
p8-platform	unmatched		
pacaur	unmatched		
pack	direct	pack	exact-validated
packagekit	direct	packagekit	exact-validated
packagekit-qt6	unmatched		
packerid	unmatched		
packet-o-matic	unmatched		
packetq	unmatched		
packetsender	unmatched		
packit	unmatched		
pacman	direct	pacman	exact-validated
pacman-contrib	unmatched		
pacu	direct	pacu	exact-validated
pacumen	unmatched		
padbuster	direct	padbuster	exact-validated
padoracle	unmatched		
padre	direct	padre	exact-validated
pafish	unmatched		
pagodo	unmatched		
paketto	unmatched		
pamac	unmatched		
pangomm	unmatched		
panhunt	unmatched		
panoptic	unmatched		
pappy-proxy	unmatched		
parameth	unmatched		
parampampam	unmatched		
paramspider	unmatched		
paranoic	unmatched		
parole	direct	parole	exact-validated
paros	unmatched		
parse-evtx	unmatched		
parsero	direct	parsero	exact-validated
partitionmanager	unmatched		
paru	direct	paru	exact-validated
pasco	direct	pasco	exact-validated
pass-station	unmatched		
passdetective	direct	passdetective	exact-validated
passe-partout	unmatched		
passgan	unmatched		
passhunt	unmatched		
passivedns	unmatched		
passt	direct	passt	exact-validated
pastejacker	unmatched		
pastemonitor	unmatched		
pasv-agrsv	unmatched		
patator	unmatched		
patchkit	unmatched		
pathzuzu	unmatched		
pax-oracle	unmatched		
payloadmask	unmatched		
payloadsallthethings	direct	payloadsallthethings	exact-validated
pblind	unmatched		
pbscan	unmatched		
pcapfex	unmatched		
pcapfix	direct	pcapfix	exact-validated
pcapsipdump	unmatched		
pcapteller	unmatched		
pcapxray	unmatched		
pcileech	unmatched		
pciutils	direct	pciutils	exact-validated
pcode2code	unmatched		
pcredz	unmatched		
pdblaster	unmatched		
pdf-parser	direct	pdf-parser	exact-validated
pdfbook-analyzer	unmatched		
pdfgrab	unmatched		
pdfid	direct	pdfid	exact-validated
pdfresurrect	unmatched		
pdfwalker	unmatched		
pdgmail	unmatched		
pe-bear	direct	pe-bear	exact-validated
pe-sieve	unmatched		
peach	unmatched		
peach-fuzz	unmatched		
peass	unmatched		
peepdf	unmatched		
peepingtom	unmatched		
peframe	unmatched		
pemcrack	unmatched		
pemcracker	unmatched		
penbox	unmatched		
pencil2d	direct	pencil2d	exact-validated
pencode	unmatched		
pentbox	unmatched		
pentestgpt	direct	pentestgpt	exact-validated
pentestly	unmatched		
pentmenu	unmatched		
pepe	unmatched		
pepper	unmatched		
periscope	unmatched		
perl-file-mimeinfo	unmatched		
perl-image-exiftool	unmatched		
persistencesniper	unmatched		
petools	unmatched		
pev	direct	pev	exact-validated
pextractor	unmatched		
pftriage	unmatched		
pgdbf	unmatched		
phantap	unmatched		
phantom-evasion	unmatched		
phantomcollect	unmatched		
phemail	unmatched		
phishery	unmatched		
phishingkithunter	unmatched		
phodav	direct	phodav	exact-validated
phoneinfoga	unmatched		
phonesploit	unmatched		
phonia	unmatched		
phoss	unmatched		
php-findsock-shell	unmatched		
php-malware-finder	unmatched		
php-mt-seed	unmatched		
php-rfi-payload-decoder	unmatched		
php-vulnerability-hunter	unmatched		
phpggc	unmatched		
phpsploit	unmatched		
phpstan	direct	phpstan	exact-validated
phpstress	unmatched		
phrasendrescher	direct	phrasendrescher	exact-validated
pidense	unmatched		
pikaur-git	unmatched		
pim-data-exporter	unmatched		
pim-sieve-editor	unmatched		
pimcommon	unmatched		
pin	unmatched		
pingcastle	unmatched		
pinkerton	unmatched		
pintool	unmatched		
pintool2	unmatched		
pip3line	unmatched		
pipal	unmatched		
pipeline	direct	pipeline	exact-validated
pipewire-jack	unmatched		
pipewire-support	unmatched		
pirana	unmatched		
pivotsuite	unmatched		
pixd	direct	pixd	exact-validated
pixload	unmatched		
pkcrack	direct	pkcrack	exact-validated
pkinittools	unmatched		
pkt2flow	unmatched		
plasma-applet-window-buttons	unmatched		
plasma-browser-integration	unmatched		
plasma-desktop	unmatched		
plasma-disasm	unmatched		
plasma-firewall	unmatched		
plasma-nm	unmatched		
plasma-pa	unmatched		
plasma-systemmonitor	unmatched		
plasma-thunderbolt	unmatched		
plasma-wayland-protocols	unmatched		
plasma6-applets-window-title	unmatched		
plasma6-wallpapers-blurredwallpaper	unmatched		
platypus	unmatched		
plcscan	unmatched		
plecost	direct	plecost	exact-validated
plocate	direct	plocate	exact-validated
plown	unmatched		
plumber.py	unmatched		
plutil	unmatched		
pmacct	direct	pmacct	exact-validated
pmap	unmatched		
pmapper	unmatched		
pmcma	unmatched		
pmdump	unmatched		
pngcheck	direct	pngcheck	exact-validated
pnscan	unmatched		
poco	direct	poco	exact-validated
pocsuite	unmatched		
podman	direct	podman	exact-validated
podman-compose	direct	podman-compose	exact-validated
podman-desktop	direct	podman-desktop	exact-validated
podman-docker	unmatched		
poison	unmatched		
poly	direct	poly	exact-validated
polyswarm	unmatched		
pompem	unmatched		
poppler-glib	unmatched		
poracle	unmatched		
portia	unmatched		
portmanteau	unmatched		
portmidi	direct	portmidi	exact-validated
portsmf	unmatched		
portspoof	unmatched		
postenum	unmatched		
postman-bin	alias	postman	strip-variant-suffix
posttester	unmatched		
potrace	direct	potrace	exact-validated
power-profiles-daemon	direct	power-profiles-daemon	exact-validated
powercloud	unmatched		
powerdevil	unmatched		
powerfuzzer	unmatched		
powerlessshell	unmatched		
powermft	unmatched		
powerops	unmatched		
powershdll	unmatched		
powersploit	direct	powersploit	exact-validated
powerstager	unmatched		
powertop	direct	powertop	exact-validated
pown	unmatched		
ppee	unmatched		
ppfuzz	unmatched		
ppmap	unmatched		
ppscan	unmatched		
pr0cks	unmatched		
prads	unmatched		
praeda	unmatched		
pre2k	direct	pre2k	exact-validated
preeny	unmatched		
pret	unmatched		
princeprocessor	unmatched		
printer-support	unmatched		
procdump	direct	procdump	exact-validated
procps-ng	unmatched		
proctal	unmatched		
procyon	direct	procyon	exact-validated
profuzz	unmatched		
prometheus	direct	prometheus	exact-validated
prometheus-firewall	unmatched		
promiscdetect	unmatched		
protos-sip	unmatched		
protosint	unmatched		
prowler	direct	prowler	exact-validated
proxenet	unmatched		
proxify	direct	proxify	exact-validated
proxybroker2	unmatched		
proxycheck	unmatched		
proxyp	unmatched		
proxyscan	unmatched		
prrte	direct	prrte	exact-validated
ps1encode	unmatched		
pscan	unmatched		
pshitt	unmatched		
psmisc	direct	psmisc	exact-validated
pspy	direct	pspy	exact-validated
pstoreview	unmatched		
psutils	direct	psutils	exact-validated
ptex	direct	ptex	exact-validated
ptf	unmatched		
pth-toolkit	unmatched		
pugixml	direct	pugixml	exact-validated
pulledpork	unmatched		
pulsar	unmatched		insecure
pulseaudio-alsa	unmatched		
punk	unmatched		
punter	unmatched		
puppet	direct	puppet	exact-validated
pupy	unmatched		
pureblood	unmatched		
puredns	direct	puredns	exact-validated
putty	direct	putty	exact-validated
pwcrack	unmatched		
pwd-hash	unmatched		
pwdlogy	unmatched		
pwdlyser	unmatched		
pwdump	unmatched		
pwfuzz-rs	unmatched		
pwnat	direct	pwnat	exact-validated
pwncat	direct	pwncat	exact-validated
pwncat-caleb	unmatched		
pwndora	unmatched		
pwndrop	unmatched		
pwned	unmatched		
pwned-search	unmatched		
pwnedornot	unmatched		
pwnedpasswords	unmatched		
pwnloris	unmatched		
pyadrecon	unmatched		
pyaxmlparser	unmatched		
pybind11	unmatched		
pybozocrack	unmatched		
pycharm-community-edition	unmatched		
pydictor	unmatched		
pyersinia	unmatched		
pyew	unmatched		
pyexfil	unmatched		
pyfiscan	unmatched		
pyfuscation	unmatched		
pygpoabuse	direct	pygpoabuse	exact-validated
pyinstxtractor	unmatched		
pyjfuzz	unmatched		
pykek	unmatched		
pymeta	unmatched		
pyminifakedns	unmatched		
pyrasite	unmatched		
pyrdp	unmatched		
pyrit	unmatched		
pyside6	unmatched		
pyssltest	unmatched		
pystring	direct	pystring	exact-validated
pytacle	unmatched		
pytbull	unmatched		
pythem	unmatched		
python-aaf2	unmatched		
python-adblock	alias	python3Packages.adblock	python3-package
python-api-dnsdumpster	unmatched		
python-appdirs	alias	python3Packages.appdirs	python3-package
python-attrs	alias	python3Packages.attrs	python3-package
python-autocommand	alias	python3Packages.autocommand	python3-package
python-automat	alias	python3Packages.automat	python3-package
python-babel	alias	python3Packages.babel	python3-package
python-bcrypt	alias	python3Packages.bcrypt	python3-package
python-beautifulsoup4	alias	python3Packages.beautifulsoup4	python3-package
python-cachecontrol	alias	python3Packages.cachecontrol	python3-package
python-cairo	unmatched		
python-certifi	alias	python3Packages.certifi	python3-package
python-cffi	alias	python3Packages.cffi	python3-package
python-chardet	alias	python3Packages.chardet	python3-package
python-charset-normalizer	alias	python3Packages.charset-normalizer	python3-package
python-cinemagoer	unmatched		wheel-metadata-version-mismatch
python-click	alias	python3Packages.click	python3-package
python-colorama	alias	python3Packages.colorama	python3-package
python-configobj	alias	python3Packages.configobj	python3-package
python-constantly	alias	python3Packages.constantly	python3-package
python-contourpy	alias	python3Packages.contourpy	python3-package
python-cryptography	alias	python3Packages.cryptography	python3-package
python-cssselect	alias	python3Packages.cssselect	python3-package
python-curl_cffi	unmatched		
python-cycler	alias	python3Packages.cycler	python3-package
python-cymruwhois	alias	python3Packages.cymruwhois	python3-package
python-dateutil	unmatched		
python-distro	alias	python3Packages.distro	python3-package
python-docutils	alias	python3Packages.docutils	python3-package
python-dotenv	unmatched		
python-filelock	alias	python3Packages.filelock	python3-package
python-flow.record	unmatched		
python-fluidity	unmatched		
python-fonttools	alias	python3Packages.fonttools	python3-package
python-frida-tools	unmatched		
python-geoip	alias	python3Packages.geoip	python3-package
python-google-streetview	unmatched		
python-gpgme	alias	python3Packages.gpgme	python3-package
python-greenlet	alias	python3Packages.greenlet	python3-package
python-grpcio	alias	python3Packages.grpcio	python3-package
python-grpcio-tools	alias	python3Packages.grpcio-tools	python3-package
python-h11	alias	python3Packages.h11	python3-package
python-httplib2	alias	python3Packages.httplib2	python3-package
python-hyperlink	alias	python3Packages.hyperlink	python3-package
python-idna	alias	python3Packages.idna	python3-package
python-ifaddr	alias	python3Packages.ifaddr	python3-package
python-imagesize	alias	python3Packages.imagesize	python3-package
python-importlib-metadata	alias	python3Packages.importlib-metadata	python3-package
python-incremental	alias	python3Packages.incremental	python3-package
python-invoke	alias	python3Packages.invoke	python3-package
python-isodate	alias	python3Packages.isodate	python3-package
python-ivre	unmatched		
python-jaraco.collections	unmatched		
python-jaraco.context	unmatched		
python-jaraco.functools	unmatched		
python-jaraco.text	unmatched		
python-jinja	unmatched		
python-keylogger	unmatched		
python-kiwisolver	alias	python3Packages.kiwisolver	python3-package
python-lexicon	unmatched		
python-lief	alias	python3Packages.lief	python3-package
python-lockfile	alias	python3Packages.lockfile	python3-package
python-lxml	alias	python3Packages.lxml	python3-package
python-mako	alias	python3Packages.mako	python3-package
python-markdown	alias	python3Packages.markdown	python3-package
python-markupsafe	alias	python3Packages.markupsafe	python3-package
python-matplotlib	alias	python3Packages.matplotlib	python3-package
python-mmbot	unmatched		
python-more-itertools	alias	python3Packages.more-itertools	python3-package
python-msgpack	alias	python3Packages.msgpack	python3-package
python-netifaces	alias	python3Packages.netifaces	python3-package
python-numpy	alias	python3Packages.numpy	python3-package
python-opengl	unmatched		
python-outcome	alias	python3Packages.outcome	python3-package
python-paramiko	alias	python3Packages.paramiko	python3-package
python-pcodedmp	alias	python3Packages.pcodedmp	python3-package
python-peid	unmatched		
python-pillow	alias	python3Packages.pillow	python3-package
python-pip	alias	python3Packages.pip	python3-package
python-pivy	alias	python3Packages.pivy	python3-package
python-platformdirs	alias	python3Packages.platformdirs	python3-package
python-ply	alias	python3Packages.ply	python3-package
python-protobuf	alias	python3Packages.protobuf	python3-package
python-puremagic	alias	python3Packages.puremagic	python3-package
python-pyaml	alias	python3Packages.pyaml	python3-package
python-pyasn1	alias	python3Packages.pyasn1	python3-package
python-pyasn1-modules	alias	python3Packages.pyasn1-modules	python3-package
python-pycountry	alias	python3Packages.pycountry	python3-package
python-pycparser	alias	python3Packages.pycparser	python3-package
python-pycryptodome	alias	python3Packages.pycryptodome	python3-package
python-pycryptodomex	alias	python3Packages.pycryptodomex	python3-package
python-pycurl	alias	python3Packages.pycurl	python3-package
python-pygments	alias	python3Packages.pygments	python3-package
python-pyinotify	alias	python3Packages.pyinotify	python3-package
python-pynacl	alias	python3Packages.pynacl	python3-package
python-pyopenssl	alias	python3Packages.pyopenssl	python3-package
python-pyparsing	alias	python3Packages.pyparsing	python3-package
python-pypdf	alias	python3Packages.pypdf	python3-package
python-pyqt5	alias	python3Packages.pyqt5	python3-package
python-pyqt5-sip	alias	python3Packages.pyqt5-sip	python3-package
python-pyqt6-webengine	alias	python3Packages.pyqt6-webengine	python3-package
python-pyserial	alias	python3Packages.pyserial	python3-package
python-pysocks	alias	python3Packages.pysocks	python3-package
python-pytz	alias	python3Packages.pytz	python3-package
python-qrcode	alias	python3Packages.qrcode	python3-package
python-rencode	alias	python3Packages.rencode	python3-package
python-requests	alias	python3Packages.requests	python3-package
python-resolvelib	alias	python3Packages.resolvelib	python3-package
python-roman-numerals-py	alias	python3Packages.roman-numerals-py	python3-package
python-search-engine-parser	unmatched		
python-service-identity	alias	python3Packages.service-identity	python3-package
python-setproctitle	alias	python3Packages.setproctitle	python3-package
python-setuptools	alias	python3Packages.setuptools	python3-package
python-simplejson	alias	python3Packages.simplejson	python3-package
python-six	alias	python3Packages.six	python3-package
python-sniffio	alias	python3Packages.sniffio	python3-package
python-snowballstemmer	alias	python3Packages.snowballstemmer	python3-package
python-sortedcontainers	alias	python3Packages.sortedcontainers	python3-package
python-soupsieve	alias	python3Packages.soupsieve	python3-package
python-sphinx	alias	python3Packages.sphinx	python3-package
python-sphinx-alabaster-theme	unmatched		
python-sphinxcontrib-applehelp	alias	python3Packages.sphinxcontrib-applehelp	python3-package
python-sphinxcontrib-devhelp	alias	python3Packages.sphinxcontrib-devhelp	python3-package
python-sphinxcontrib-htmlhelp	alias	python3Packages.sphinxcontrib-htmlhelp	python3-package
python-sphinxcontrib-jsmath	alias	python3Packages.sphinxcontrib-jsmath	python3-package
python-sphinxcontrib-qthelp	alias	python3Packages.sphinxcontrib-qthelp	python3-package
python-sphinxcontrib-serializinghtml	alias	python3Packages.sphinxcontrib-serializinghtml	python3-package
python-sqlalchemy	alias	python3Packages.sqlalchemy	python3-package
python-ssh-mitm	unmatched		
python-tinycss2	alias	python3Packages.tinycss2	python3-package
python-tqdm	alias	python3Packages.tqdm	python3-package
python-trackerjacker	unmatched		
python-trio	alias	python3Packages.trio	python3-package
python-trio-websocket	alias	python3Packages.trio-websocket	python3-package
python-twisted	alias	python3Packages.twisted	python3-package
python-typing_extensions	unmatched		
python-uncompyle6	alias	python3Packages.uncompyle6	python3-package
python-unidecode	alias	python3Packages.unidecode	python3-package
python-urllib3	alias	python3Packages.urllib3	python3-package
python-wapiti-arsenic	alias	python3Packages.wapiti-arsenic	python3-package
python-webencodings	alias	python3Packages.webencodings	python3-package
python-websocket-client	alias	python3Packages.websocket-client	python3-package
python-wheel	alias	python3Packages.wheel	python3-package
python-witnessme	unmatched		
python-wsproto	alias	python3Packages.wsproto	python3-package
python-wxpython	alias	python3Packages.wxpython	python3-package
python-xapp	unmatched		
python-yara-python-dex	unmatched		
python-zeroconf	alias	python3Packages.zeroconf	python3-package
python-zipp	alias	python3Packages.zipp	python3-package
python-zope-interface	alias	python3Packages.zope-interface	python3-package
python-zstandard	alias	python3Packages.zstandard	python3-package
python2-cymruwhois	unmatched		
python2-frida-tools	unmatched		
python2-google-streetview	unmatched		
python2-hpfeeds	unmatched		
python2-ivre	unmatched		
python2-ldapdomaindump	unmatched		
python2-minidump	unmatched		
python2-minikerberos	unmatched		
python2-pcodedmp	unmatched		
python2-peepdf	unmatched		
python2-ropgadget	unmatched		
python2-utidylib	unmatched		
qark	unmatched		
qbdi	unmatched		
qbittorrent	direct	qbittorrent	exact-validated
qemu-audio-alsa	unmatched		
qemu-audio-dbus	unmatched		
qemu-audio-jack	unmatched		
qemu-audio-oss	unmatched		
qemu-audio-pa	unmatched		
qemu-audio-pipewire	unmatched		
qemu-audio-sdl	unmatched		
qemu-audio-spice	unmatched		
qemu-base	unmatched		
qemu-block-curl	unmatched		
qemu-block-dmg	unmatched		
qemu-block-nfs	unmatched		
qemu-block-ssh	unmatched		
qemu-chardev-spice	unmatched		
qemu-common	unmatched		
qemu-desktop	unmatched		
qemu-hw-display-qxl	unmatched		
qemu-hw-display-virtio-gpu	unmatched		
qemu-hw-display-virtio-gpu-gl	unmatched		
qemu-hw-display-virtio-gpu-pci	unmatched		
qemu-hw-display-virtio-gpu-pci-gl	unmatched		
qemu-hw-display-virtio-gpu-pci-rutabaga	unmatched		
qemu-hw-display-virtio-gpu-rutabaga	unmatched		
qemu-hw-display-virtio-vga	unmatched		
qemu-hw-display-virtio-vga-gl	unmatched		
qemu-hw-display-virtio-vga-rutabaga	unmatched		
qemu-hw-uefi-vars	unmatched		
qemu-hw-usb-host	unmatched		
qemu-hw-usb-redirect	unmatched		
qemu-hw-usb-smartcard	unmatched		
qemu-img	unmatched		
qemu-system-x86	unmatched		
qemu-system-x86-firmware	unmatched		
qemu-ui-curses	unmatched		
qemu-ui-dbus	unmatched		
qemu-ui-egl-headless	unmatched		
