name	version	reason	foreign	repository
office-dde-payloads	34.53291f9-8	explicit	no	blackarch
ofp-sniffer	1:1.0.0.r89.g0d907da-2	explicit	no	blackarch
ohrwurm	1.7a1182a-1	explicit	no	blackarch
okadminfinder	122.a165681-1	explicit	no	blackarch
okular	26.08.1-1	explicit	no	extra
oledump	0.0.81-2	explicit	no	blackarch
ollama	0.34.4-1	dependency	no	extra
ollydbg	201g-8	explicit	no	blackarch
omen	19.10aa99e-1	explicit	no	blackarch
omnibus	129.88dbf5d-5	explicit	no	blackarch
omnihash	70.870e9ae-7	explicit	no	blackarch
one-lin3r	66.711a040-3	explicit	no	blackarch
onesixtyone	0.7-5	explicit	no	blackarch
onetbb	2023.1.0-1	dependency	no	extra
onetwopunch	v1.0.0.r2.gd4ab4e8-1	explicit	no	blackarch
oniguruma	6.9.10-1	dependency	no	extra
onioff	84.34dc309-10	explicit	no	blackarch
oniongrok	v1.1.11.r0.gcbae9e7-1	explicit	no	blackarch
onionscan	130.da42865-3	explicit	no	blackarch
onionsearch	44.fc9d62c-6	explicit	no	blackarch
onionshare	2.6.3-4	dependency	no	extra
open-iscsi	2.1.13-1	dependency	no	extra
open-isns	0.103-1	dependency	no	extra
openai-codex	0.156.1-1	explicit	no	extra
openal	1.25.2-2	dependency	no	extra
openbox	3.6.1-14	dependency	no	extra
openbsd-netcat	1.238_1-1	explicit	no	extra
opencascade	1:7.9.3-3	explicit	no	extra
opencl-headers	2:2026.05.29-1	dependency	no	extra
opencl-nvidia	615.71.09-1	dependency	no	extra
opencode	2.0.15-1	explicit	no	extra
opencolorio	2.5.1-2	explicit	no	extra
openconnect	1:9.21-1	dependency	no	extra
opencore-amr	0.1.6-2	dependency	no	extra
opencv	5.0.0-12	dependency	no	extra
opendht-c	1:v4.4.0.r0.gbe210e27-1	dependency	no	blackarch
opendoor	3:5.13.2-1	explicit	no	blackarch
openexr	3.5.0-2	dependency	no	extra
openh264	2.6.0-2	explicit	no	extra
openimagedenoise	2.4.1-2	explicit	no	extra
openimageio	3.1.12.1-7	explicit	no	extra
openjpeg2	2.5.4-1	dependency	no	extra
openjph	0.32.0-1	dependency	no	extra
openldap	2.7.1-1	dependency	no	core
openmp	22.1.8-1	explicit	no	extra
openmpi	5.0.11-1	explicit	no	extra
openobex	1.7.2-5	dependency	no	blackarch
openpgl	0.7.1-1	explicit	no	extra
openpmix	5.0.11-1	explicit	no	extra
openpuff	4.01-3	explicit	no	blackarch
openresolv	3.17.4-1	dependency	no	extra
openrisk	v0.0.1.r22.gb536ea0-1	explicit	no	blackarch
openscap	1.4.4.r128.g3181f3e6c-1	dependency	no	extra
openshadinglanguage	1.15.3.0-1	explicit	no	extra
opensnitch	1.7.2-4	explicit	no	extra
openssh	10.5p1-1	dependency	no	core
openssh-askpass	2.1.0-4	dependency	no	blackarch
openssl	3.6.4-1	dependency	no	core
openssl-1.0	1.0.2.u-6	dependency	no	blackarch
openssl-1.1	1.1.1.w-4	dependency	no	blackarch
openstego	0.8.6-1	explicit	no	chaotic-aur
opensubdiv	3.7.0-1	explicit	no	extra
opensvp	65.df54ed8-4	explicit	no	blackarch
opentimelineio	0.18.1-3	explicit	no	extra
opentoonz	1.8.0-3	explicit	no	extra
openucx	1.20.1-3	explicit	no	extra
openvas	20250606-1	explicit	no	blackarch
openvas-scanner	23.13.1-1	dependency	no	blackarch
openvdb	13.0.0-3	explicit	no	extra
openvpn	2.7.7-1	dependency	no	extra
openwebrx	1.2.2.r389.g640c5b0-5	explicit	no	blackarch
openxr	1.1.60-2	dependency	no	extra
operative	1:148.163acdf-1	explicit	no	blackarch
ophcrack	3.8.0-6	explicit	no	blackarch
opus	1.6.1-1	dependency	no	extra
opus-tools	0.2-7	explicit	no	extra
opusfile	0.12-4	explicit	no	extra
orakelcrackert	1.00-5	explicit	no	blackarch
orbited	0.7.10-8	dependency	no	blackarch
orc	0.4.44-1	dependency	no	extra
origami	2.1.0-14	explicit	no	blackarch
orjail	1.1-2.3	explicit	no	chaotic-aur
os-prober-btrfs	1.84-1	explicit	no	chaotic-aur
oscanner	1.0.6-7	dependency	no	blackarch
osert	100.4eef9b9-1	explicit	no	blackarch
osfooler-ng	2.c0b20d6-4	explicit	no	blackarch
osi.ig	101.4debaa2-7	explicit	no	blackarch
osinfo-db	20260812-1	explicit	no	extra
osint-spy	1:v2.0.r11.g03dcf48-1	explicit	no	blackarch
osinterator	3.8447f58-1	explicit	no	blackarch
osintgram	1.3.r14.gc8ba1f0-2	explicit	no	blackarch
osm-gps-map	1.2.0-3	explicit	no	extra
ospd-openvas	22.7.1-6	dependency	no	blackarch
osslsigncode	744.20b9766-1	explicit	no	blackarch
ostinato	0.9-4	explicit	no	blackarch
ostree	2026.4-1	explicit	no	extra
osueta	82.2ee8068-5	explicit	no	blackarch
otori	0.3-5	explicit	no	blackarch
outguess	0.4-1	explicit	no	blackarch
outlook-webapp-brute	1.61d7177-4	explicit	no	blackarch
owabf	1.3-5	explicit	no	blackarch
owasp-bywaf	26.e730d1b-1	explicit	no	blackarch
owasp-zsc	316.f763dea-3	explicit	no	blackarch
owrx_connector	0.6.2.r26.g03d5b97-1	dependency	no	blackarch
owtf	1:v2.7.0.r0.g2c1c29d-1	explicit	no	blackarch
p0f	3.09b-3	dependency	no	extra
p11-kit	0.26.5-1	dependency	no	core
p8-platform	2.1.0.1-5	explicit	no	extra
pacaur	4.8.6-3	explicit	yes	foreign
pack	0.0.4-8	explicit	no	blackarch
packagekit	1.4.0-1	explicit	no	extra
packagekit-qt6	1.1.4-2	explicit	no	extra
packer	1.16.1-1	dependency	no	extra
packerid	16.bc54e6d-5	explicit	no	blackarch
packet-o-matic	351-3	explicit	no	blackarch
packeth	3.0-2	dependency	no	extra
packetq	311.9ebf537-1	explicit	no	blackarch
packetsender	1326.9714b2e-1	explicit	no	blackarch
packit	2.0-1	explicit	no	blackarch
pacman	7.1.0.r9.g54d9411-2	explicit	no	core
pacman-contrib	1.13.1-1	explicit	no	extra
pacman-mirrorlist	20260610-1	dependency	no	core
pacu	1:v1.6.2.r1.g575a4b6-1	explicit	no	blackarch
pacumen	1.92a0884-7	explicit	no	blackarch
pacutils	0.15.0-2	dependency	no	extra
padbuster	11.50e4a3e-6	explicit	no	blackarch
padoracle	0.1.1.r30.g535ae89-1	explicit	no	blackarch
padre	v2.2.0.r15.g9a2e1f2-1	explicit	no	blackarch
pafish	193.b497899-1	explicit	no	blackarch
pagodo	163.33c4c0f-2	explicit	no	blackarch
paho-mqtt-c	1.3.14-2	dependency	no	blackarch
pahole	1:1.32-1	dependency	no	extra
paketto	3.0-1	explicit	no	blackarch
pam	1.7.2-2	dependency	no	core
pamac	11.7.5-1	explicit	no	chaotic-aur
pambase	20260616-1	dependency	no	core
pango	1:1.58.2-1	dependency	no	extra
pango-perl	1.227-19	dependency	no	extra
pangomm	2.46.5-1	explicit	no	extra
panhunt	63.ec87e88-3	explicit	no	blackarch
panoptic	253.c47ef9f-1	explicit	no	blackarch
pappy-proxy	77.e1bb049-4	explicit	no	blackarch
parameth	56.8da6f27-4	explicit	no	blackarch
parampampam	45.9171018-7	explicit	no	blackarch
paramspider	v1.0.1.r3.gc44bdaa-1	explicit	no	blackarch
paranoic	1.7-9	explicit	no	blackarch
parole	4.20.0-1	explicit	no	extra
paros	3.2.13-9	explicit	no	blackarch
parse-evtx	3.a4b02b9-1	explicit	no	blackarch
parsero	81.e5b585a-10	explicit	no	blackarch
parted	3.8-1	dependency	no	extra
partitionmanager	26.08.1-1	explicit	no	extra
paru	2.1.0-2.1	explicit	no	chaotic-aur
pasco	20040505_1-6	explicit	no	blackarch
pass-station	v3.0.0.r31.g1ef81cf-1	explicit	no	blackarch
passdetective	1.0.6.r4.g458f12e-1	explicit	no	blackarch
passe-partout	0.1-2	explicit	no	blackarch
passgan	38.5927158-6	explicit	no	blackarch
passhunt	5.332f374-4	explicit	no	blackarch
passim	0.1.12-1	dependency	no	extra
passivedns	297.be48a8e-1	explicit	no	blackarch
passt	2026_07_28.f8df3f1-1	explicit	no	extra
pastejacker	12.ed9f153-10	explicit	no	blackarch
pastemonitor	12.bc5d326-2	explicit	no	blackarch
pasv-agrsv	57.6bb54f7-3	explicit	no	blackarch
patator	2:1.1.0.r4.g964e87c-1	explicit	no	blackarch
patch	2.8-1	dependency	no	core
patchkit	37.95dc699-3	explicit	no	blackarch
pathzuzu	64.4f4533c-2	explicit	no	blackarch
pax-oracle	v0.2.2.r1.g38ac0d8-1	explicit	no	blackarch
payloadmask	17.58e0525-1	explicit	no	blackarch
payloadsallthethings	1:4.2.r116.g3ac2790-1	explicit	no	blackarch
pblind	1.0-5	explicit	no	blackarch
pbscan	10.566c3d7-1	explicit	no	blackarch
pcapfex	60.c51055a-3	explicit	no	blackarch
pcapfix	1.1.7-1	explicit	no	blackarch
pcapsipdump	0.2-3	explicit	no	blackarch
pcapteller	1.1-6	explicit	no	blackarch
pcapxray	2:v5.2.r1.ga454d12-1	explicit	no	blackarch
pcaudiolib	1.3-1	dependency	no	extra
pcileech	4.19.5-1	explicit	no	blackarch
pciutils	3.15.0-1	explicit	no	core
pcode2code	6.65ae983-9	explicit	no	blackarch
pcre	8.45-5	dependency	no	core
pcre2	10.48-1	dependency	no	core
pcredz	108.a07051d-1	explicit	no	blackarch
pcsc-perl	1.4.16-3	dependency	no	extra
pcsc-tools	1.7.5-1	dependency	no	extra
pcsclite	2.5.2-1	dependency	no	extra
pdblaster	4.fc8abb3-9	explicit	no	blackarch
pdf-parser	0.7.12-2	explicit	no	blackarch
pdfbook-analyzer	1:2-6	explicit	no	blackarch
pdfcrack	0.21-1	dependency	no	extra
pdfgrab	15.1327508-10	explicit	no	blackarch
pdfid	0.2.10-2	explicit	no	blackarch
pdfio	1.6.5-1	dependency	no	extra
pdfresurrect	0.12-3	explicit	no	blackarch
pdfwalker	1:7.64c17f0-7	explicit	no	blackarch
pdgmail	1.0-7	explicit	no	blackarch
pe-bear	0.7.2-1	explicit	no	blackarch
pe-sieve	0.4.1.1-1	explicit	no	blackarch
peach	3.0.202-4	explicit	no	blackarch
peach-fuzz	55.404e8ee-7	explicit	no	blackarch
peass	20260908.dffb9496.r2.gca2f0f1-1	explicit	no	blackarch
peda	1.2-7	dependency	no	extra
peepdf	0.4.2-11	explicit	no	blackarch
peepingtom	1:56.bc6f4d8-4	explicit	no	blackarch
peframe	135.70683b6-10	explicit	no	blackarch
pemcrack	12.66e02b8-2	explicit	no	blackarch
pemcracker	9.a741c93-1	explicit	no	blackarch
penbox	81.3b77c69-11	explicit	no	blackarch
pencil2d	0.7.2-1	explicit	no	extra
pencode	39.07e33ef-1	explicit	no	blackarch
pentbox	1.8-8	explicit	no	blackarch
pentestgpt	v0.14.0.r21.ge8b1bb7-1	explicit	no	blackarch
pentestly	1798.93d1b39-5	explicit	no	blackarch
pentmenu	220.0cd7b58-1	explicit	no	blackarch
pepe	13.b81889b-10	explicit	no	blackarch
pepper	18.9dfcade-8	explicit	no	blackarch
periscope	3.2-2	explicit	no	blackarch
perl	5.42.2-2	dependency	no	core
perl-algorithm-generatesequence	0.02-13	dependency	no	blackarch
perl-algorithm-permute	0.16-9	dependency	no	blackarch
perl-alien-base-modulebuild	1.17-7	dependency	no	extra
perl-alien-build	2.88-1	dependency	no	extra
perl-alien-gmp	1.16-7	dependency	no	blackarch
perl-alien-libxml2	0.20-5	dependency	no	extra
perl-archive-extract	0.90-1	dependency	no	extra
perl-b-hooks-endofscope	0.28-4	dependency	no	extra
perl-bit-vector	7.4-18	dependency	no	extra
perl-bytes-random-secure	0.29-15	dependency	no	extra
perl-cache-lru	0.04-11	dependency	no	blackarch
perl-capture-tiny	0.50-4	dependency	no	extra
perl-carp-clan	6.08-11	dependency	no	extra
perl-cgi	4.72-1	dependency	no	extra
perl-cisco-copyconfig	1.4-13	dependency	no	blackarch
perl-class-accessor-lite	0.08-11	dependency	no	blackarch
perl-class-errorhandler	0.04-13	dependency	no	blackarch
perl-class-gomor	1.03-13	dependency	no	blackarch
perl-class-inspector	1.36-10	dependency	no	extra
perl-class-load	0.25-4	dependency	no	extra
perl-class-load-xs	0.10-14	dependency	no	extra
perl-class-loader	2.03-16	dependency	no	blackarch
perl-class-method-modifiers	2.15-6	dependency	no	extra
perl-clone	0.50-1	dependency	no	extra
perl-color-output	1.05-13	dependency	no	blackarch
perl-common-sense	3.75-11	dependency	no	extra
perl-config-simple	4.59-20	dependency	no	extra
perl-convert-ascii-armour	1.4-16	dependency	no	blackarch
perl-convert-asn1	0.34-6	dependency	no	extra
perl-convert-pem	0.08-16	dependency	no	blackarch
perl-crypt-blowfish	2.14-17	dependency	no	extra
perl-crypt-cbc	3.07-1	dependency	no	extra
perl-crypt-des	2.09-1	dependency	no	extra
perl-crypt-des_ede3	0.01-16	dependency	no	blackarch
perl-crypt-dh	0.07-18	dependency	no	blackarch
perl-crypt-dsa	1.17-17	dependency	no	blackarch
perl-crypt-idea	1.10-16	dependency	no	blackarch
perl-crypt-primes	0.50-16	dependency	no	blackarch
perl-crypt-random	1.52-8	dependency	no	blackarch
perl-crypt-random-seed	0.03-13	dependency	no	extra
perl-crypt-rsa	1.99-17	dependency	no	blackarch
perl-crypt-ssleay	0.73_06-8	dependency	no	blackarch
perl-cryptx	0.091-1	dependency	no	extra
perl-data-buffer	0.04-17	dependency	no	blackarch
perl-data-dump	1.25-8	dependency	no	extra
perl-data-optlist	0.115-1	dependency	no	extra
perl-data-validate-ip	0.31-3	dependency	no	blackarch
perl-dbd-mysql	4.055-1	dependency	no	extra
perl-dbd-sqlite	1.78-1	dependency	no	extra
perl-dbi	1.653-1	dependency	no	extra
perl-devel-checklib	1.16-6	dependency	no	extra
perl-devel-globaldestruction	0.14-13	dependency	no	extra
perl-devel-overloadinfo	0.008-1	dependency	no	extra
perl-devel-stacktrace	2.05-4	dependency	no	extra
perl-digest-bubblebabble	0.02-13	dependency	no	extra
perl-digest-crc	0.23-5	dependency	no	blackarch
perl-digest-hmac	1.05-3	dependency	no	extra
perl-digest-md2	2.04-17	dependency	no	blackarch
perl-digest-md4	1.9-13	dependency	no	blackarch
perl-digest-perl-md5	1.9-6	dependency	no	blackarch
perl-digest-sha1	2.13-22	dependency	no	extra
perl-dist-checkconflicts	0.11-13	dependency	no	extra
perl-email-date-format	1.008-6	dependency	no	extra
perl-encode-locale	1.05-15	dependency	no	extra
perl-encoding-ber	1.02-6	dependency	no	blackarch
perl-error	0.17030-3	dependency	no	extra
perl-eval-closure	0.14-13	dependency	no	extra
perl-expect	1.38-1.6	dependency	no	chaotic-aur
perl-exporter-tiny	1.006003-1	dependency	no	extra
perl-ffi-checklib	0.31-8	dependency	no	extra
perl-file-basedir	0.09-7	dependency	no	extra
perl-file-chdir	0.1011-6	dependency	no	extra
perl-file-copy-recursive	0.45-10	dependency	no	extra
perl-file-desktopentry	0.23-1	dependency	no	extra
perl-file-find-rule	0.35-3	dependency	no	extra
perl-file-listing	6.16-6	dependency	no	extra
perl-file-mimeinfo	0.37-1	explicit	no	extra
perl-file-remove	1.61-3	dependency	no	extra
perl-file-sharedir	1.118-8	dependency	no	extra
perl-file-slurp	9999.32-5	dependency	no	extra
perl-file-which	1.27-8	dependency	no	extra
perl-furl	3.14-5	dependency	no	blackarch
perl-future	0.47-5	dependency	no	blackarch
perl-gd	2.91-1	dependency	no	extra
perl-geography-countries	2009041301-6	dependency	no	blackarch
perl-html-element-extended	1.18-15	dependency	no	extra
perl-html-form	6.13-2	dependency	no	extra
perl-html-linkextractor	0.13-15	dependency	no	blackarch
perl-html-parser	3.86-1	dependency	no	extra
perl-html-tableextract	2.15-11	dependency	no	extra
perl-html-tagparser	0.20-13	dependency	no	blackarch
perl-html-tagset	3.24-4	dependency	no	extra
perl-html-tree	5.07-4	dependency	no	extra
perl-http-cookiejar	0.014-5	dependency	no	extra
perl-http-cookies	6.12-1	dependency	no	extra
perl-http-daemon	6.17-1	dependency	no	extra
perl-http-date	6.08-1	dependency	no	extra
perl-http-dav	0.49-8	dependency	no	blackarch
perl-http-lite	2.44-6	dependency	no	extra
perl-http-message	7.04-1	dependency	no	extra
perl-http-negotiate	6.01-16	dependency	no	extra
perl-http-parser-xs	0.17-12	dependency	no	blackarch
perl-image-exiftool	13.55-1	explicit	no	extra
perl-import-into	1.002005-14	dependency	no	extra
perl-inc-latest	0.500-15	dependency	no	extra
perl-io-async	0.78-5	dependency	no	blackarch
perl-io-html	1.004-8	dependency	no	extra
perl-io-socket	1.45-5	dependency	no	blackarch
perl-io-socket-inet6	2.73-7	dependency	no	extra
perl-io-socket-portstate	0.03-14	dependency	no	blackarch
perl-io-socket-socks	0.74-9	dependency	no	blackarch
perl-io-socket-socks-wrapper	0.17-9	dependency	no	blackarch
perl-io-socket-ssl	2.099-1	dependency	no	extra
perl-io-tty	1.31-1	dependency	no	extra
perl-ip-country	2.28-11	dependency	no	blackarch
perl-ipc-shareable	1.19-1	dependency	no	extra
perl-ipc-system-simple	1.30-9	dependency	no	extra
perl-json	4.11-1	dependency	no	extra
perl-json-xs	4.04-1	dependency	no	extra
perl-ldap	0.68-8	dependency	no	extra
perl-libwhisker2	2.5-10	dependency	no	blackarch
perl-libwww	6.83-1	dependency	no	extra
perl-list-moreutils	0.430-8	dependency	no	extra
perl-list-moreutils-xs	0.430-7	dependency	no	extra
perl-locale-gettext	1.07-16	dependency	no	extra
perl-log-message	0.08-13	dependency	no	extra
perl-log-message-simple	0.10-13	dependency	no	extra
perl-lwp-mediatypes	6.05-1	dependency	no	extra
perl-lwp-protocol-https	6.17-1	dependency	no	extra
perl-lwp-useragent-proxyany	1.02-14	dependency	no	blackarch
perl-mailtools	2.22-3	dependency	no	extra
perl-math-bigint-gmp	1.6007-7	dependency	no	blackarch
perl-math-gmp	2.20-9	dependency	no	blackarch
perl-math-pari	4:2.030528-2	dependency	no	blackarch
perl-math-random-isaac	1.004-14	dependency	no	extra
perl-md5	2.03-11	dependency	no	blackarch
perl-mime-base32	1.303-13	dependency	no	extra
perl-mime-lite	3.038-1	dependency	no	extra
perl-mime-types	2.30-1	dependency	no	extra
perl-modern-perl	1.20200211-6	dependency	no	blackarch
perl-module-build	0.4234-6	dependency	no	extra
perl-module-implementation	0.09-13	dependency	no	extra
perl-module-install	1.21-6	dependency	no	extra
perl-module-runtime	0.018-1	dependency	no	extra
perl-module-runtime-conflicts	0.003-1	dependency	no	extra
perl-module-scandeps	1.37-3	dependency	no	extra
perl-moo	2.005005-6	dependency	no	extra
perl-moose	2.4000-1	dependency	no	extra
perl-mozilla-ca	20260813-1	dependency	no	extra
perl-mro-compat	0.15-6	dependency	no	extra
perl-namespace-autoclean	0.31-3	dependency	no	extra
perl-namespace-clean	0.27-13	dependency	no	extra
perl-net-cidr	0.21-5	dependency	no	blackarch
perl-net-cidr-lite	0.24-1	dependency	no	extra
perl-net-dbus	1.2.0-8	dependency	no	extra
perl-net-dhcp	1:0.7_007-13	dependency	no	blackarch
perl-net-dns	1.57-1	dependency	no	extra
perl-net-dns-lite	0.12-11	dependency	no	blackarch
perl-net-frame	1.21-7	dependency	no	blackarch
perl-net-frame-device	1.12-12	dependency	no	blackarch
perl-net-frame-dump	1.18-7	dependency	no	blackarch
perl-net-frame-layer-icmp6	1.11-7	dependency	no	blackarch
perl-net-frame-layer-ipv6	1.08-11	dependency	no	blackarch
perl-net-frame-layer-sinfp3	1.01-14	dependency	no	blackarch
perl-net-frame-simple	1.09-9	dependency	no	blackarch
perl-net-http	6.24-2	dependency	no	extra
perl-net-ip	1.26-16	dependency	no	extra
perl-net-ipv4addr	0.10-19	dependency	no	extra
perl-net-ipv6addr	1.02-6	dependency	no	extra
perl-net-libdnet	0.99-8	dependency	no	blackarch
perl-net-libdnet6	0.28-6	dependency	no	blackarch
perl-net-netmask	2.0003-1	dependency	no	blackarch
perl-net-nslookup	2.04-13	dependency	no	blackarch
perl-net-packet	3.28-13	dependency	no	blackarch
perl-net-pcap	0.21-2	dependency	no	blackarch
perl-net-pcaputils	0.01-12	dependency	no	blackarch
perl-net-rawip	0.25-16	dependency	no	blackarch
perl-net-server	2.018-1	dependency	no	extra
perl-net-snmp	6.0.1-15	dependency	no	extra
perl-net-socks	0.03-13	dependency	no	blackarch
perl-net-ssh-perl	2.14-13	dependency	no	blackarch
perl-net-ssh2	0.72-5	dependency	no	blackarch
perl-net-ssleay	1.96-1	dependency	no	extra
perl-net-subnet	1.03-13	dependency	no	blackarch
perl-net-telnet	3.05-8	dependency	no	extra
perl-net-tftp	0.1901-11	dependency	no	blackarch
perl-net-whois-ip	1.19-11	dependency	no	blackarch
perl-net-write	1.10-14	dependency	no	blackarch
perl-net-write-fast	0.18-8	dependency	no	blackarch
perl-netaddr-ip	4.079-17	dependency	no	extra
perl-netpacket	1.7.2-6	dependency	no	blackarch
perl-number-bytes-human	0.11-11	dependency	no	extra
perl-number-compare	0.03-17	dependency	no	extra
perl-number-range	0.12-13	dependency	no	blackarch
perl-object-multitype	0.05-18	dependency	no	extra
perl-package-deprecationmanager	0.18-6	dependency	no	extra
perl-package-stash	0.40-7	dependency	no	extra
perl-package-stash-xs	0.30-5	dependency	no	extra
perl-par-dist	0.53-4	dependency	no	extra
perl-parallel-forkmanager	2.04-2	dependency	no	extra
perl-params-someutil	1.12-1	dependency	no	extra
perl-params-util	1.102-7	dependency	no	extra
perl-parse-registry	1.1-3	dependency	no	blackarch
perl-path-class	0.37-13	dependency	no	extra
perl-path-tiny	0.150-2	dependency	no	extra
perl-ppi	1.291-1	dependency	no	extra
perl-role-tiny	2.002005-1	dependency	no	extra
perl-rpc-xml	0.82-5	dependency	no	blackarch
perl-safe-isa	1.000010-3	dependency	no	extra
perl-shell-config-generate	0.35-1	dependency	no	extra
perl-shell-guess	0.10-3	dependency	no	extra
perl-socket6	0.29-11	dependency	no	extra
perl-sort-versions	1.62-13	dependency	no	extra
perl-string-crc32	2.100-5	dependency	no	extra
perl-string-random	0.31-5	dependency	no	blackarch
perl-struct-dumb	0.12-6	dependency	no	blackarch
perl-sub-exporter	0.992-1	dependency	no	extra
perl-sub-exporter-progressive	0.001013-13	dependency	no	extra
perl-sub-install	0.929-4	dependency	no	extra
perl-sub-quote	1:2.006009-2	dependency	no	extra
perl-sub-uplevel	0.2800-5	dependency	no	extra
perl-switch	2.17-13	dependency	no	extra
perl-task-weaken	1.06-10	dependency	no	extra
perl-term-menu	0.10-13	dependency	no	blackarch
perl-term-readkey	2.38-11	dependency	no	extra
perl-term-readline-gnu	1.47-2	dependency	no	extra
perl-term-ui	0.50-7	dependency	no	extra
perl-test-deep	1.205-1	dependency	no	extra
perl-test-exception	0.43-13	dependency	no	extra
perl-test-fatal	0.019-1	dependency	no	extra
perl-test-nowarnings	1.06-4	dependency	no	extra
perl-text-glob	0.11-14	dependency	no	extra
perl-text-iconv	1.7-26	dependency	no	extra
perl-text-soundex	3.05-14	dependency	no	extra
perl-tftp	1.0b3-16	dependency	no	blackarch
perl-tie-encryptedhash	1.24-16	dependency	no	blackarch
perl-tie-hash-indexed	0.08-5	dependency	no	extra
perl-time-interval	1.234-9	dependency	no	blackarch
perl-timedate	2.35-1	dependency	no	extra
perl-tk	804.036-8	dependency	no	extra
perl-try-tiny	0.32-4	dependency	no	extra
perl-types-serialiser	1.01-6	dependency	no	extra
perl-uniq	0.01-13	dependency	no	blackarch
perl-uri	5.37-1	dependency	no	extra
perl-uri-fetch	0.15-5	dependency	no	blackarch
perl-variable-magic	0.65-1	dependency	no	extra
perl-www-mechanize	2.22-1	dependency	no	extra
perl-www-robotrules	6.03-1	dependency	no	extra
perl-xml-dom	1.46-10	dependency	no	blackarch
perl-xml-filter-buffertext	1.01-10	dependency	no	extra
perl-xml-libxml	2.0213-1	dependency	no	extra
perl-xml-namespacesupport	1.12-6	dependency	no	extra
perl-xml-parser	2.59-1	dependency	no	extra
perl-xml-regexp	0.04-6	dependency	no	extra
perl-xml-sax	1.02-2	dependency	no	extra
perl-xml-sax-base	1.09-6	dependency	no	extra
perl-xml-sax-expat	0.51-8	dependency	no	extra
perl-xml-sax-writer	0.57-3	dependency	no	extra
perl-xml-simple	2.25-12	dependency	no	extra
perl-xml-smart	1.79-14	dependency	no	extra
perl-xml-twig	3.54-3	dependency	no	extra
perl-xml-writer	0.900-6	dependency	no	extra
perl-xml-xpath	1.49-1	dependency	no	extra
perl-yaml	1.321-1	dependency	no	extra
perl-yaml-libyaml	0.910.0-1	dependency	no	extra
perl-yaml-pp	0.41.0-1	dependency	no	extra
perl-yaml-syck	1.47-1	dependency	no	extra
perl-yaml-tiny	1.76-3	dependency	no	extra
persistencesniper	v1.17.1.r0.g13006aa-1	explicit	no	blackarch
petools	1.9.762-3	explicit	no	blackarch
pev	0.81-6	explicit	no	blackarch
pex	626.4a98b60-1	dependency	no	blackarch
pextractor	0.18b-5	explicit	no	blackarch
pfring-dkms	2:7.4.0.r2152.g31831bd-1	dependency	no	blackarch
pftriage	79.d7ad183-3	explicit	no	blackarch
pg-gvm	22.6.9-2	dependency	no	blackarch
pgdbf	113.4e84775-1	explicit	no	blackarch
phantap	65.e8d10ea-1	explicit	no	blackarch
phantom-evasion	103.2cd0673-7	explicit	no	blackarch
phantomcollect	1.0.0-2	explicit	no	blackarch
phantomjs	2.1.1-10	dependency	no	blackarch
phemail	28.302b24d-3	explicit	no	blackarch
phishery	14.5743953-2	explicit	no	blackarch
phishingkithunter	20.ac9bd1e-9	explicit	no	blackarch
phodav	3.0-4	explicit	no	extra
phoneinfoga	v2.11.0.r6.g55807b0-1	explicit	no	blackarch
phonesploit	51.0193f9e-3	explicit	no	blackarch
phonia	593.8ae14ff-1	explicit	no	blackarch
phonon-qt6	4.12.0-6	dependency	no	extra
phonon-qt6-vlc	0.12.0-6	dependency	no	extra
phoss	0.1.13-7	explicit	no	blackarch
photon	1:v1.2.2.r49.g635c25a-1	dependency	no	blackarch
php	8.5.11-1	dependency	no	extra
php-apache	8.5.11-1	dependency	no	extra
php-cgi	8.5.11-1	dependency	no	extra
php-findsock-shell	2.b8a984f-1	explicit	no	blackarch
php-fpm	8.5.11-1	dependency	no	extra
php-malware-finder	0.3.4.r82.g87b6d7f-1	explicit	no	blackarch
php-mt-seed	4.0-1	explicit	no	blackarch
php-pear	1:1.10.1-3	dependency	no	blackarch
php-rfi-payload-decoder	30.bd42caa-2	explicit	no	blackarch
php-sqlite	8.5.11-1	dependency	no	extra
php-vulnerability-hunter	1.4.0.20-3	explicit	no	blackarch
phpggc	725.f8aebde-1	explicit	no	blackarch
phpsploit	1021.aea961d-6	explicit	no	blackarch
phpstan	15284.455ae30f1-1	explicit	no	blackarch
phpstress	5.f987a7e-2	explicit	no	blackarch
phrasendrescher	1:1.2.2c-1	explicit	no	blackarch
pidense	29.ef26704-3	explicit	no	blackarch
pikaur-git	1.34.r4.g892c5a5e-1	explicit	no	chaotic-aur
pim-data-exporter	26.08.1-1	explicit	no	extra
pim-sieve-editor	26.08.1-1	explicit	no	extra
pimcommon	26.08.1-1	explicit	no	extra
pin	3.28.r98749-1	explicit	no	blackarch
pinentry	1.3.3-1	dependency	no	core
pingcastle	3.4.1.38-1	explicit	no	blackarch
pinkerton	1.7.r13.g6deb355-1	explicit	no	blackarch
pintool	24.d538a79-3	explicit	no	blackarch
pintool2	5.1c1af91-4	explicit	no	blackarch
pip3line	2:92.5e27195-3	explicit	no	blackarch
pipal	3.4.0.r9.g392f0aa-4	explicit	no	blackarch
pipeline	19.f4935c9-1	explicit	no	blackarch
pipewire	1:1.6.9-1	dependency	no	extra
pipewire-alsa	1:1.6.9-1	dependency	no	extra
pipewire-audio	1:1.6.9-1	dependency	no	extra
pipewire-jack	1:1.6.9-1	explicit	no	extra
